"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Incline Chest Press (Machine)",,"Errei a regulagem do banco",3,"normal",100,4,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Incline Chest Press (Machine)",,"Errei a regulagem do banco",4,"failure",100,5,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Chest Fly (Machine)",,"",1,"failure",87.5,9,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Iso-Lateral Row (Machine)",,"",0,"warmup",60,5,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Iso-Lateral Row (Machine)",,"",1,"normal",110,9,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Iso-Lateral Row (Machine)",,"",2,"failure",120,9,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",35,5,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",34,4,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Tríceps Francês",,"",0,"warmup",50,6,,,
"U1","13 Aug 2025, 18:34","13 Aug 2025, 19:33","","Tríceps Francês",,"",1,"normal",65,8,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Squat (Smith Machine)",,"",0,"warmup",40,10,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Squat (Smith Machine)",,"",1,"warmup",60,4,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Squat (Smith Machine)",,"",2,"warmup",80,3,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Squat (Smith Machine)",,"",3,"normal",110,5,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Squat (Smith Machine)",,"",4,"failure",110,4,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Leg Extension (Machine)",,"",0,"warmup",20,5,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Leg Extension (Machine)",,"",1,"normal",110,8,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Leg Extension (Machine)",,"",2,"failure",117.5,8,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Crunch (Machine)",,"",0,"normal",72.5,9,,,
"L1","11 Aug 2025, 18:11","11 Aug 2025, 18:45","","Crunch (Machine)",,"",1,"normal",72.5,8,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Chest Press (Machine)",,"Maquina diferente da carroça que eu usava na outra academia",0,"warmup",20,10,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Chest Press (Machine)",,"Maquina diferente da carroça que eu usava na outra academia",1,"warmup",42.5,8,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Chest Press (Machine)",,"Maquina diferente da carroça que eu usava na outra academia",2,"warmup",80,3,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Chest Press (Machine)",,"Maquina diferente da carroça que eu usava na outra academia",3,"normal",87.5,6,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Chest Press (Machine)",,"Maquina diferente da carroça que eu usava na outra academia",4,"normal",87.2,7,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",20,10,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",68,6,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",96,8,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",103,6,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Seated Row (Machine)",,"",0,"warmup",80,5,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Seated Row (Machine)",,"",1,"normal",120,5,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Seated Row (Machine)",,"",2,"failure",120,8,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Shoulder Press (Machine Plates)",,"",0,"warmup",10,5,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Shoulder Press (Machine Plates)",,"",1,"failure",40,7,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Adução Posterior De Ombro Unilateral",,"Ou é libra, ou os pesos da academia do bairro eram de papel",0,"normal",10,6,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Bicep Curl (Barbell)",,"",0,"normal",35,6,,,
"U2","8 Aug 2025, 17:54","8 Aug 2025, 18:56","","Bicep Curl (Barbell)",,"",1,"failure",35,4,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Seated Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Seated Leg Curl (Machine)",,"",1,"warmup",65,6,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Seated Leg Curl (Machine)",,"",2,"warmup",80,3,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Seated Leg Curl (Machine)",,"",3,"normal",110,7,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Seated Leg Curl (Machine)",,"",4,"failure",110,6,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Straight Leg Deadlift",,"",0,"warmup",60,4,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Straight Leg Deadlift",,"",1,"normal",110,8,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Straight Leg Deadlift",,"",2,"normal",114,6,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Single Leg Standing Calf Raise (Machine)",,"",0,"normal",162.5,8,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Single Leg Standing Calf Raise (Machine)",,"",1,"failure",162.5,8,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Crunch (Machine)",,"",0,"normal",72.5,8,,,
"L2","7 Aug 2025, 17:52","7 Aug 2025, 18:46","","Crunch (Machine)",,"",1,"failure",72.5,9,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Incline Chest Press (Machine)",,"",3,"normal",100,6,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Incline Chest Press (Machine)",,"",4,"failure",100,5,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Chest Fly (Machine)",,"",1,"normal",87.5,7,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Chest Fly (Machine)",,"",2,"failure",90,5,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Iso-Lateral Row (Machine)",,"",0,"warmup",60,4,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Iso-Lateral Row (Machine)",,"",1,"normal",100,9,,,
"U1","5 Aug 2025, 18:13","5 Aug 2025, 19:07","","Iso-Lateral Row (Machine)",,"",2,"normal",110,8,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Squat (Barbell)",,"",0,"warmup",40,10,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Squat (Barbell)",,"",1,"warmup",60,6,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Squat (Barbell)",,"",2,"warmup",80,3,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Squat (Barbell)",,"",3,"normal",115,7,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Squat (Barbell)",,"",4,"normal",115,6,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Leg Extension (Machine)",,"",0,"warmup",20,5,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Leg Extension (Machine)",,"",1,"normal",102.5,8,,,
"L1","4 Aug 2025, 18:24","4 Aug 2025, 18:49","Perdi 30 min me matriculando na smart 👍","Leg Extension (Machine)",,"",2,"failure",110,7,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Chest Press (Machine)",,"",3,"normal",96,7,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Chest Press (Machine)",,"",4,"failure",96,5,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,10,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",70,5,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",90,10,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",90,8,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Seated Cable Row - Bar Grip",,"",0,"warmup",30,6,,,
"U2","29 Jul 2025, 21:02","29 Jul 2025, 21:47","","Seated Cable Row - Bar Grip",,"",1,"normal",90,6,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Lying Leg Curl (Machine)",,"",3,"normal",105,9,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Lying Leg Curl (Machine)",,"",4,"failure",105,8,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Straight Leg Deadlift",,"",0,"warmup",60,4,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Straight Leg Deadlift",,"",1,"normal",110,6,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Straight Leg Deadlift",,"",2,"normal",114,6,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Single Leg Standing Calf Raise (Machine)",,"",0,"normal",160,9,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Single Leg Standing Calf Raise (Machine)",,"",1,"failure",160,10,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Crunch (Machine)",,"",0,"normal",30,9,,,
"L2","28 Jul 2025, 06:11","28 Jul 2025, 06:55","","Crunch (Machine)",,"",1,"failure",35,9,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Incline Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Incline Chest Press (Machine)",,"",3,"normal",98,6,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Incline Chest Press (Machine)",,"",4,"failure",98,5,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Chest Fly (Machine)",,"",0,"warmup",50,4,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Chest Fly (Machine)",,"",1,"normal",85,7,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Chest Fly (Machine)",,"",2,"failure",85,7,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Remada Nêutra Unilateral",,"Primeira série na polia fudida, segunda na boa",0,"warmup",20,5,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Remada Nêutra Unilateral",,"Primeira série na polia fudida, segunda na boa",1,"normal",60,4,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Remada Nêutra Unilateral",,"Primeira série na polia fudida, segunda na boa",2,"normal",60,6,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",34,7,,,
"U1","25 Jul 2025, 20:47","25 Jul 2025, 21:56","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",34,6,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Squat (Barbell)",,"",0,"warmup",40,9,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Squat (Barbell)",,"",2,"warmup",80,3,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Squat (Barbell)",,"",3,"normal",114,6,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Squat (Barbell)",,"",4,"normal",114,5,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Leg Extension (Machine)",,"Extensora ruim",0,"warmup",20,5,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Leg Extension (Machine)",,"Extensora ruim",1,"normal",80,6,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Leg Extension (Machine)",,"Extensora ruim",2,"failure",80,5,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Single Leg Standing Calf Raise (Machine)",,"",0,"normal",160,11,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Single Leg Standing Calf Raise (Machine)",,"",1,"failure",160,10,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Crunch (Machine)",,"",0,"normal",30,9,,,
"L1","24 Jul 2025, 20:32","24 Jul 2025, 21:39","","Crunch (Machine)",,"",1,"normal",30,9,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Chest Press (Machine)",,"",3,"normal",94,8,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Chest Press (Machine)",,"",4,"failure",94,6,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,10,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",70,4,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",90,9,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",90,8,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","T Bar Row",,"",0,"warmup",40,5,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","T Bar Row",,"",1,"normal",80,6,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","T Bar Row",,"",2,"failure",85,5,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Shoulder Press (Machine Plates)",,"Máquina com pegador bizarro",0,"warmup",40,5,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Shoulder Press (Machine Plates)",,"Máquina com pegador bizarro",1,"normal",60,6,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Shoulder Press (Machine Plates)",,"Máquina com pegador bizarro",2,"failure",60,10,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Bicep Curl (Barbell)",,"",0,"normal",40,6,,,
"U2","21 Jul 2025, 20:32","21 Jul 2025, 21:57","","Bicep Curl (Barbell)",,"",1,"failure",40,5,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Lying Leg Curl (Machine)",,"",3,"normal",105,10,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Lying Leg Curl (Machine)",,"",4,"failure",105,9,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Straight Leg Deadlift",,"",0,"warmup",60,4,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Straight Leg Deadlift",,"",1,"normal",110,8,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Straight Leg Deadlift",,"",2,"normal",114,6,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Leg Extension (Machine)",,"Extensora ruim",0,"warmup",20,5,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Leg Extension (Machine)",,"Extensora ruim",1,"normal",80,7,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Leg Extension (Machine)",,"Extensora ruim",2,"failure",80,7,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Crunch (Machine)",,"",0,"normal",40,5,,,
"L2","16 Jul 2025, 20:44","16 Jul 2025, 21:55","Pulei panturrilha porque fui vomitar 😃","Crunch (Machine)",,"",1,"failure",40,4,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Incline Chest Press (Machine)",,"",3,"normal",98,6,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Incline Chest Press (Machine)",,"",4,"failure",98,5,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Chest Fly (Machine)",,"Máquina boa",0,"warmup",50,4,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Chest Fly (Machine)",,"Máquina boa",1,"normal",80,7,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Chest Fly (Machine)",,"Máquina boa",2,"failure",85,6,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Remada Nêutra Unilateral",,"Polia boa",0,"warmup",20,6,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Remada Nêutra Unilateral",,"Polia boa",1,"normal",55,8,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Remada Nêutra Unilateral",,"Polia boa",2,"failure",60,7,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",34,7,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",34,6,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Tríceps Francês",,"",0,"normal",70,7,,,
"U1","14 Jul 2025, 20:24","14 Jul 2025, 21:47","","Tríceps Francês",,"",1,"failure",70,6,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Squat (Barbell)",,"",0,"warmup",40,8,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Squat (Barbell)",,"",1,"warmup",60,6,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Squat (Barbell)",,"",2,"warmup",80,3,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Squat (Barbell)",,"",3,"normal",114,6,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Squat (Barbell)",,"",4,"normal",114,5,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Leg Extension (Machine)",,"Extensora ruim (e hoje tava 10x mais pesada kkkk)",0,"warmup",20,5,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Leg Extension (Machine)",,"Extensora ruim (e hoje tava 10x mais pesada kkkk)",1,"normal",80,5,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Leg Extension (Machine)",,"Extensora ruim (e hoje tava 10x mais pesada kkkk)",2,"failure",80,6,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Seated Leg Curl (Machine)",,"",0,"normal",110,12,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Seated Leg Curl (Machine)",,"",1,"failure",110,10,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Single Leg Standing Calf Raise (Machine)",,"N",0,"normal",135,12,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Single Leg Standing Calf Raise (Machine)",,"N",1,"normal",160,11,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Crunch (Machine)",,"",0,"normal",25,10,,,
"L1","10 Jul 2025, 20:34","10 Jul 2025, 21:53","","Crunch (Machine)",,"",1,"normal",30,9,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Chest Press (Machine)",,"",2,"warmup",80,3,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Chest Press (Machine)",,"",3,"normal",92,8,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Chest Press (Machine)",,"",4,"normal",92,6,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Lat Pulldown (Machine)",,"",0,"warmup",50,10,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Lat Pulldown (Machine)",,"",1,"warmup",100,4,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Lat Pulldown (Machine)",,"",2,"warmup",120,3,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Lat Pulldown (Machine)",,"",3,"normal",140,7,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Lat Pulldown (Machine)",,"",4,"failure",140,5,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Seated Cable Row - Bar Grip",,"Polia travada",0,"warmup",30,6,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Seated Cable Row - Bar Grip",,"Polia travada",1,"warmup",70,3,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Seated Cable Row - Bar Grip",,"Polia travada",2,"normal",90,7,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Seated Cable Row - Bar Grip",,"Polia travada",3,"failure",90,5,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Shoulder Press (Machine Plates)",,"",0,"warmup",40,5,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Shoulder Press (Machine Plates)",,"",1,"normal",70,8,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Shoulder Press (Machine Plates)",,"",2,"failure",70,8,,,
"U2","8 Jul 2025, 20:40","8 Jul 2025, 21:55","","Adução Posterior De Ombro Unilateral",,"",0,"normal",23,7,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Lying Leg Curl (Machine)",,"",3,"normal",105,10,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Lying Leg Curl (Machine)",,"",4,"failure",105,9,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Straight Leg Deadlift",,"",0,"warmup",60,4,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Straight Leg Deadlift",,"",1,"normal",110,7,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Straight Leg Deadlift",,"",2,"normal",110,6,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Leg Extension (Machine)",,"Extensora ruim",0,"warmup",20,5,,,
"L2","4 Jul 2025, 20:42","4 Jul 2025, 21:50","","Leg Extension (Machine)",,"Extensora ruim",1,"normal",80,7,,,
